AuRED_142	Q0	1555986659279360001	1	0.8501999974250793	IO
AuRED_142	Q0	1555424541509386240	2	0.5960700511932373	IO
AuRED_142	Q0	1556559119045332992	3	0.4645846486091614	IO
AuRED_142	Q0	1554743913197477888	4	0.4587695002555847	IO
AuRED_142	Q0	1555086872329814018	5	0.43983426690101624	IO
AuRED_144	Q0	1576233244965494785	1	0.914762556552887	IO
AuRED_144	Q0	1575539201088622593	2	0.8456413149833679	IO
AuRED_144	Q0	1575937573671030784	3	0.812317967414856	IO
AuRED_144	Q0	1574705230838583297	4	0.7374107837677002	IO
AuRED_144	Q0	1575491766383362048	5	0.7124706506729126	IO
AuRED_132	Q0	1589292671729664000	1	0.9249598979949951	IO
AuRED_132	Q0	1590703407249387520	2	0.9240768551826477	IO
AuRED_132	Q0	1590977922323677184	3	0.8990798592567444	IO
AuRED_132	Q0	1589992604678393856	4	0.8522506952285767	IO
AuRED_132	Q0	1591125153475309568	5	0.8497720956802368	IO
AuRED_099	Q0	1234400239773265922	1	0.9156306982040405	IO
AuRED_099	Q0	1235088556072120320	2	0.7987844347953796	IO
AuRED_099	Q0	1235089568875057152	3	0.769649863243103	IO
AuRED_099	Q0	1234022189730598912	4	0.701816737651825	IO
AuRED_099	Q0	1234708887896502273	5	0.6917467713356018	IO
AuRED_150	Q0	1583524837493858304	1	0.8558482527732849	IO
AuRED_150	Q0	1583920712586493957	2	0.8098985552787781	IO
AuRED_150	Q0	1585155735272689664	3	0.805597186088562	IO
AuRED_150	Q0	1585010647536107520	4	0.805166482925415	IO
AuRED_150	Q0	1583034216291237889	5	0.7942425608634949	IO
AuRED_083	Q0	1264906331170971648	1	0.9483972191810608	IO
AuRED_083	Q0	1264270424260608002	2	0.9332250356674194	IO
AuRED_083	Q0	1265234729298771969	3	0.9254391193389893	IO
AuRED_083	Q0	1264905030345293825	4	0.9060530066490173	IO
AuRED_083	Q0	1263861235126349830	5	0.896774172782898	IO
AuRED_134	Q0	1585684799649419265	1	0.8864996433258057	IO
AuRED_136	Q0	1578761693475508226	1	0.9173324108123779	IO
AuRED_136	Q0	1579817280124641281	2	0.891595184803009	IO
AuRED_136	Q0	1580165137503117312	3	0.8869468569755554	IO
AuRED_136	Q0	1579818246920081409	4	0.8765046000480652	IO
AuRED_136	Q0	1579143245321637888	5	0.8675724864006042	IO
AuRED_154	Q0	1291769381924605952	1	0.9723001718521118	IO
AuRED_154	Q0	1292512698605936641	2	0.8833772540092468	IO
AuRED_154	Q0	1291462343826833410	3	0.8526121973991394	IO
AuRED_154	Q0	1292526718020878336	4	0.720100998878479	IO
AuRED_154	Q0	1291027416501149696	5	0.7029179334640503	IO
AuRED_038	Q0	1303543288117551105	1	0.9284375905990601	IO
AuRED_038	Q0	1304121661961179139	2	0.9153605103492737	IO
AuRED_038	Q0	1303543415070744576	3	0.9122397899627686	IO
AuRED_038	Q0	1302997823567298560	4	0.8974882364273071	IO
AuRED_038	Q0	1304111096949866497	5	0.8742218017578125	IO
AuRED_086	Q0	1341764926612844546	1	0.7925182580947876	IO
AuRED_086	Q0	1341427967105314816	2	0.7878350615501404	IO
AuRED_086	Q0	1341062991605850112	3	0.7775466442108154	IO
AuRED_086	Q0	1340647794353299456	4	0.7721518278121948	IO
AuRED_086	Q0	1341428000886304776	5	0.7688589096069336	IO
AuRED_160	Q0	1435961058183639043	1	0.877595067024231	IO
AuRED_160	Q0	1436222985220788225	2	0.6531358361244202	IO
AuRED_160	Q0	1436408174249234436	3	0.6457777619361877	IO
AuRED_160	Q0	1436793549664788482	4	0.6352884769439697	IO
AuRED_160	Q0	1436400742689017863	5	0.5817320942878723	IO
AuRED_064	Q0	1402256792021839874	1	0.7634148001670837	IO
AuRED_064	Q0	1402293072768258051	2	0.7310785055160522	IO
AuRED_064	Q0	1402261508374073346	3	0.7252393960952759	IO
AuRED_064	Q0	1403809077004750849	4	0.7092186808586121	IO
AuRED_064	Q0	1403686752645226500	5	0.7067869305610657	IO
AuRED_127	Q0	1580282450680610816	1	0.9514372944831848	IO
AuRED_127	Q0	1579568814215540736	2	0.9362406134605408	IO
AuRED_127	Q0	1580142053606191106	3	0.9360944032669067	IO
AuRED_127	Q0	1579071016482938880	4	0.9242581725120544	IO
AuRED_127	Q0	1579568507997786113	5	0.9113356471061707	IO
AuRED_106	Q0	1558439305508429825	1	0.900143027305603	IO
AuRED_106	Q0	1558224962598625280	2	0.7572858333587646	IO
AuRED_106	Q0	1558220691970949120	3	0.7443395853042603	IO
AuRED_106	Q0	1558221108121305093	4	0.7168185710906982	IO
AuRED_106	Q0	1558185887925682184	5	0.6598729491233826	IO
AuRED_109	Q0	1602952084860592131	1	0.9446258544921875	IO
AuRED_109	Q0	1601595184546197504	2	0.9222630262374878	IO
AuRED_109	Q0	1602225043844599812	3	0.9046331644058228	IO
AuRED_109	Q0	1603398660959735808	4	0.8732187747955322	IO
AuRED_109	Q0	1602717475136757762	5	0.8687670826911926	IO
AuRED_108	Q0	1608878919326760960	1	0.9048924446105957	IO
AuRED_108	Q0	1610289900766769153	2	0.863339900970459	IO
AuRED_108	Q0	1608041384216330245	3	0.8631141185760498	IO
AuRED_108	Q0	1609925529867812864	4	0.8599831461906433	IO
AuRED_108	Q0	1608562441482547200	5	0.766382098197937	IO
AuRED_104	Q0	1560242028860129283	1	0.8526709079742432	IO
AuRED_104	Q0	1560956246869610496	2	0.8206542134284973	IO
AuRED_104	Q0	1560032428827213824	3	0.8009963631629944	IO
AuRED_104	Q0	1560233024331173894	4	0.7963038086891174	IO
AuRED_104	Q0	1559323504033529859	5	0.7935610413551331	IO
AuRED_100	Q0	1593195219297931264	1	0.9239383339881897	IO
AuRED_100	Q0	1593196636800679936	2	0.9217352867126465	IO
AuRED_100	Q0	1593196255684878337	3	0.9169654250144958	IO
AuRED_100	Q0	1592442452723441665	4	0.91249018907547	IO
AuRED_100	Q0	1594132886147387392	5	0.895637571811676	IO
AuRED_045	Q0	1408132035441577984	1	0.6677489280700684	IO
AuRED_045	Q0	1409876019763367951	2	0.648378849029541	IO
AuRED_045	Q0	1408002649602105347	3	0.6283161640167236	IO
AuRED_045	Q0	1409089598446256128	4	0.6198410391807556	IO
AuRED_045	Q0	1409814134250741760	5	0.6197726130485535	IO
AuRED_025	Q0	1398617958264475654	1	0.8472318053245544	IO
AuRED_025	Q0	1398645567048323075	2	0.8394394516944885	IO
AuRED_025	Q0	1397860946404691973	3	0.8258007168769836	IO
AuRED_025	Q0	1398305671053991936	4	0.8252885937690735	IO
AuRED_025	Q0	1398262788296888321	5	0.8249304890632629	IO
AuRED_026	Q0	1406627675372990468	1	0.9167056679725647	IO
AuRED_026	Q0	1407363219312807937	2	0.9109033942222595	IO
AuRED_026	Q0	1408705147472125953	3	0.9035465717315674	IO
AuRED_026	Q0	1406979451360010245	4	0.9018815159797668	IO
AuRED_026	Q0	1408052256541446146	5	0.9017874598503113	IO
AuRED_088	Q0	1324013796285992964	1	0.9693143963813782	IO
AuRED_088	Q0	1323965946051153921	2	0.9623282551765442	IO
AuRED_088	Q0	1323689647202050048	3	0.9618589878082275	IO
AuRED_088	Q0	1324328201435422722	4	0.9595713019371033	IO
AuRED_088	Q0	1325152097243836420	5	0.9546209573745728	IO
AuRED_066	Q0	1336697648825442307	1	0.7816944122314453	IO
AuRED_066	Q0	1336683259309273089	2	0.7816944122314453	IO
AuRED_066	Q0	1336242017500860416	3	0.7816944122314453	IO
AuRED_066	Q0	1336227491950850050	4	0.7816944122314453	IO
AuRED_066	Q0	1335977904954597377	5	0.7816944122314453	IO
AuRED_053	Q0	1428045971053846539	1	0.7651762962341309	IO
AuRED_053	Q0	1427198494322921473	2	0.7651686668395996	IO
AuRED_053	Q0	1428803973939712003	3	0.7472232580184937	IO
AuRED_053	Q0	1427268332491788296	4	0.7449179887771606	IO
